model,scenario,region,variables,unit,2020,2025,2030,2035,2040,2045,2050
eTIMES-EUNA,trade,SI,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,11.31272,17.88731,17.88731
eTIMES-EUNA,trade,GB,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,70.06318,70.06318,70.06318
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.13098,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,EE,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.44616,0.44784,1.94626
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,SE,Production|Electricity|Renewable|Biomass st,PJ/year,2.36028,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Biomass st,PJ/year,0.29065,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|CSP,PJ/year,0.00474,0.00474,0.00474,0.00474,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|CSP,PJ/year,12.47103,12.47103,12.47103,12.47103,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,2.52,2.52,2.52
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,24.0,24.0,24.0,24.0
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Geothermal,PJ/year,1.07222,1.07223,1.07223,20.52,20.52,20.52,20.52
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,0.0,34.78,34.78
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Geothermal,PJ/year,0.02681,0.02681,0.02681,0.0,2.16,2.16,2.16
eTIMES-EUNA,trade,IS,Production|Electricity|Renewable|Geothermal,PJ/year,14.44045,7.53467,0.0,0.0,1e-05,1e-05,1e-05
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Geothermal,PJ/year,24.55393,24.55393,24.55393,26.17,26.17,26.17,26.17
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,12.6,12.6,12.6,12.6
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Geothermal,PJ/year,0.77736,0.77736,0.77736,0.0,0.0,0.0,1.08
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,0.21,0.21,0.21
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,3.53757,3.53757,3.53757,3.33031,73.99293,129.92742,149.12133
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,11.93258,11.93258,11.93258,11.18241,1.47342,46.80045,94.36887
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,4.75735,4.75735,4.75735,4.36407,5.98636,21.65045,39.93841
eTIMES-EUNA,trade,CH,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,9.13458,9.13458,9.13458,8.89056,78.07009,143.54834,145.4147
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,7.66765,7.67134,7.67134,7.12423,18.33248,45.66955,93.09458
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,134.08635,134.08635,128.58803,128.58803,11.35372,241.37123,652.32125
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,2.52171,2.52171,2.52171,1.84409,0.46397,11.10474,10.92669
eTIMES-EUNA,trade,EE,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.03085,0.03085,0.03085,0.02243,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,26.32021,26.32021,25.06158,15.64648,170.32869,175.46892,240.30387
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.24741,0.24317,0.15462,0.21323,0.15406,0.0,3.73673
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,33.25159,33.25159,31.54701,31.54701,38.82572,340.58464,407.10154
eTIMES-EUNA,trade,GR,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,13.33981,13.33981,13.33981,24.21029,57.54521,55.193,55.39346
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.24567,0.24567,0.24567,0.18123,0.01739,0.0,4.85894
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,2.85269,2.85269,2.85269,2.32604,2.08467,10.94197,35.95065
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.07964,0.07964,0.07964,0.07964,0.07495,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,87.15821,87.15821,87.15821,87.15821,351.56959,382.18295,391.40503
eTIMES-EUNA,trade,LT,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.23838,0.23838,0.23838,0.23838,0.23838,0.0,0.0
eTIMES-EUNA,trade,LU,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.45717,0.45717,0.45717,0.45717,8.29968,12.67301,14.28641
eTIMES-EUNA,trade,LV,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.01965,0.01845,0.02039,0.02039,0.0145,0.0,0.0
eTIMES-EUNA,trade,NL,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,12.23326,12.23326,11.78621,11.78621,6.77657,129.4797,125.38209
eTIMES-EUNA,trade,NO,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.10823,0.10823,0.10823,0.08913,0.06037,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.92412,0.92412,0.83719,0.83719,0.6707,78.68138,121.56938
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,3.34309,3.34309,3.34309,35.58281,100.52488,98.90763,121.20195
eTIMES-EUNA,trade,RO,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,5.10234,5.10234,5.10234,4.43203,0.7193,7.1244,28.20089
eTIMES-EUNA,trade,SE,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,1.242,1.242,1.242,1.0921,0.77698,0.0,0.0
eTIMES-EUNA,trade,SI,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,0.94827,0.94827,0.94827,0.45561,0.07636,3.00256,9.31519
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,1.87864,1.87864,1.87864,1.41249,0.01051,0.0,14.42097
eTIMES-EUNA,trade,GB,Production|Electricity|Renewable|Photovoltaic commercial,PJ/year,38.20621,38.20621,34.26159,34.26159,3.05978,0.0,310.53142
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,1.8907,1.8907,1.8907,1.8907,0.49738,0.0,0.0
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,2.23847,2.23847,2.23847,2.23847,0.83737,29.86023,65.69961
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CH,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,45.2378
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,11.05036,11.05036,11.05036,11.05036,4.2544,0.0,41.23948
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.84282,0.84282,0.84282,0.84282,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,139.43496
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,3.68515,3.68515,3.68515,3.68515,3.05699,0.0,112.96484
eTIMES-EUNA,trade,GR,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.8736,0.8736,0.8736,0.53595,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,1.76341,1.76341,1.76341,1.76341,1.46282,0.0,79.14857
eTIMES-EUNA,trade,LT,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,LU,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,2.02738,6.06685
eTIMES-EUNA,trade,NL,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,2.14862,2.14862,2.14862,0.6931,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.67941,0.67941,0.67941,0.32199,0.0,0.0,0.0
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,1.38198,1.38198,0.65808,0.65808,0.0,63.02291,99.98232
eTIMES-EUNA,trade,RO,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.9702,0.9702,0.9702,0.441,0.0,0.0,0.0
eTIMES-EUNA,trade,SI,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,GB,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,18.62678,18.62678,17.43803,11.83528,10.10347,21.73772,23.94188
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,76.18462,76.43055,70.21799,43.38826,34.33688,175.36748,286.90914
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,21.77467,22.00442,20.16774,8.45792,5.7819,77.73649,89.1228
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.08064,0.08064,0.08064,0.08064,0.04032,0.04032,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.65708,0.63904,0.56019,0.60999,0.40441,0.35548,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.14481,0.14481,0.04138,0.04138,0.04138,0.03785,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.28714,0.27249,0.0,0.0,0.0,5.74286,11.48572
eTIMES-EUNA,trade,LV,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,NL,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,12.77706,12.77706,11.33042,2.10764,0.0,274.28384,543.86773
eTIMES-EUNA,trade,NO,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.01753,0.01753,0.01753,0.01753,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,2.16555
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.03686,0.03686,0.03686,0.03686,0.03686,0.03686,0.0
eTIMES-EUNA,trade,SE,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,2.22457,2.22457,2.19218,0.0324,0.0324,0.0324,66.433
eTIMES-EUNA,trade,GB,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,97.1146,98.46668,92.74664,56.28299,47.94984,45.14411,376.4056
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,28.75859,66.69634,88.46571,88.46571,88.46571,88.46571,88.46571
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,17.69858,51.04755,54.91124,54.91124,54.91124,54.91124,54.91124
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,4.4388,4.49019,12.35769,44.47637,60.65843,92.77711,124.38735
eTIMES-EUNA,trade,CH,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,0.45239,0.45239,0.12585,6.64394,6.64394,6.64394,6.64394
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,2.4345,38.32809,73.0038,109.12394,144.88197,180.60068,180.60068
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,309.56952,336.07857,419.67102,628.41201,662.57153,662.57153,662.57153
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,28.26351,59.4545,85.4557,115.99984,139.3607,169.68964,169.68964
eTIMES-EUNA,trade,EE,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,2.49145,23.649,61.02144,99.98169,138.51313,177.36424,194.64487
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,230.37288,467.68703,674.7938,916.94087,1075.39459,1294.29195,1294.29195
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,14.56917,51.43797,86.03856,121.56782,157.5149,188.46702,188.46702
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,147.8978,276.97316,391.50094,508.53034,616.31384,692.78992,692.78992
eTIMES-EUNA,trade,GR,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,26.03896,60.39717,90.88221,120.58775,153.70633,181.53206,181.53206
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,4.17528,4.57448,12.96278,45.6844,77.72062,109.19264,141.55635
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,2.17379,34.96394,66.43113,99.46741,132.1451,165.18138,165.18138
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,43.7915,91.28116,137.53789,182.83522,207.28546,237.5588,237.78645
eTIMES-EUNA,trade,IS,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,3.10259,3.10259,3.10259,3.10259,3.10259,3.10259,3.10259
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,61.38671,61.38671,120.51451,193.52185,242.99128,315.31719,394.14649
eTIMES-EUNA,trade,LT,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,4.14223,18.68575,56.0705,93.45525,127.03424,164.08253,186.92377
eTIMES-EUNA,trade,LU,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,0.63113,0.63113,0.63113,0.63113,4.64063,4.64063,4.64063
eTIMES-EUNA,trade,LV,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,0.37622,0.37622,0.07449,0.07449,29.20228,59.06104,88.91428
eTIMES-EUNA,trade,NL,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,30.10069,65.94707,91.01103,129.12764,157.991,190.58304,190.58304
eTIMES-EUNA,trade,NO,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,19.86432,60.66949,96.80991,117.46215,117.46215,117.46215,117.46215
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,43.03315,118.88559,185.14082,265.77037,323.30924,403.14777,403.14777
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,38.27148,86.96539,130.79287,183.25597,212.67491,264.55313,264.55298
eTIMES-EUNA,trade,RO,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,24.7135,88.98613,143.86413,210.538,270.20095,333.0645,333.36936
eTIMES-EUNA,trade,SE,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,97.82851,168.79635,223.11563,299.39666,355.744,381.40518,381.40518
eTIMES-EUNA,trade,SI,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,0.01277,0.02129,0.00592,0.00592,0.00241,0.00241,8.51431
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,0.01735,0.01735,0.00483,28.92139,57.83509,86.75165,115.66625
eTIMES-EUNA,trade,GB,Production|Electricity|Renewable|Wind turbines|Onshore,PJ/year,118.59803,259.46849,396.0161,544.93038,639.4851,744.57137,744.57137
eTIMES-EUNA,trade,AT,Production|Electricity|Reservoir,PJ/year,16.46761,16.46761,16.46761,16.46761,16.46761,16.46761,16.46761
eTIMES-EUNA,trade,BG,Production|Electricity|Reservoir,PJ/year,8.79462,8.79462,8.79462,8.79462,8.79462,8.79462,8.79462
eTIMES-EUNA,trade,CH,Production|Electricity|Reservoir,PJ/year,48.75192,48.75192,48.75192,48.75192,48.75192,48.75192,48.75193
eTIMES-EUNA,trade,CZ,Production|Electricity|Reservoir,PJ/year,3.14405,3.14405,3.14405,3.14405,3.14405,3.14405,3.14405
eTIMES-EUNA,trade,DE,Production|Electricity|Reservoir,PJ/year,1.66278,1.66278,1.66278,1.66278,1.66278,1.66278,1.66278
eTIMES-EUNA,trade,ES,Production|Electricity|Reservoir,PJ/year,73.80504,73.80504,73.80504,73.80504,73.80504,73.80504,73.80504
eTIMES-EUNA,trade,FR,Production|Electricity|Reservoir,PJ/year,48.47744,48.47744,48.47744,48.47744,48.47744,48.47744,48.47744
eTIMES-EUNA,trade,GR,Production|Electricity|Reservoir,PJ/year,13.92811,13.92811,13.92811,13.92811,13.92811,13.92811,13.92811
eTIMES-EUNA,trade,HR,Production|Electricity|Reservoir,PJ/year,13.79147,14.44153,15.0916,15.74166,16.39172,17.04178,17.69184
eTIMES-EUNA,trade,HU,Production|Electricity|Reservoir,PJ/year,0.38254,0.48272,0.58291,0.6831,0.78329,0.88348,0.98366
eTIMES-EUNA,trade,IS,Production|Electricity|Reservoir,PJ/year,52.23344,67.2312,73.48637,91.40319,107.48786,123.47189,141.15184
eTIMES-EUNA,trade,IT,Production|Electricity|Reservoir,PJ/year,23.7628,23.7628,23.7628,23.7628,23.7628,25.4658,29.18729
eTIMES-EUNA,trade,NO,Production|Electricity|Reservoir,PJ/year,473.31285,483.309,483.309,483.309,483.309,483.309,479.8601
eTIMES-EUNA,trade,PL,Production|Electricity|Reservoir,PJ/year,0.4251,0.4251,0.4251,0.4251,0.4251,0.4251,0.4251
eTIMES-EUNA,trade,PT,Production|Electricity|Reservoir,PJ/year,8.40871,8.40871,8.40871,8.40871,8.40871,8.40871,8.40871
eTIMES-EUNA,trade,RO,Production|Electricity|Reservoir,PJ/year,20.35849,20.35849,20.35849,20.35849,20.35849,20.35849,20.35849
eTIMES-EUNA,trade,SE,Production|Electricity|Reservoir,PJ/year,221.83718,258.25473,264.108,264.108,264.108,264.108,264.108
eTIMES-EUNA,trade,SK,Production|Electricity|Reservoir,PJ/year,0.60941,0.60941,0.60941,0.60941,0.60941,0.60941,0.60941
eTIMES-EUNA,trade,AT,Production|Electricity|Run-of-river hydro,PJ/year,103.25355,115.89567,128.53779,141.1799,153.82202,166.46414,178.32979
eTIMES-EUNA,trade,BE,Production|Electricity|Run-of-river hydro,PJ/year,0.20538,0.20538,0.20538,0.20538,0.20538,0.20538,0.20538
eTIMES-EUNA,trade,BG,Production|Electricity|Run-of-river hydro,PJ/year,5.85082,5.85082,5.85082,5.85082,5.85082,5.85082,5.85082
eTIMES-EUNA,trade,CH,Production|Electricity|Run-of-river hydro,PJ/year,48.41206,48.41206,48.41206,52.56061,57.77858,62.99656,68.21451
eTIMES-EUNA,trade,CZ,Production|Electricity|Run-of-river hydro,PJ/year,3.42344,3.42344,3.42344,3.42344,3.42344,3.42344,3.42344
eTIMES-EUNA,trade,DE,Production|Electricity|Run-of-river hydro,PJ/year,57.9517,57.9517,57.9517,57.9517,57.9517,57.9517,57.9517
eTIMES-EUNA,trade,DK,Production|Electricity|Run-of-river hydro,PJ/year,0.01362,0.01362,0.01362,0.01362,0.01362,0.01269,0.01255
eTIMES-EUNA,trade,EE,Production|Electricity|Run-of-river hydro,PJ/year,0.09215,0.09215,0.09215,0.09522,0.09599,0.10136,0.10444
eTIMES-EUNA,trade,ES,Production|Electricity|Run-of-river hydro,PJ/year,18.65506,64.87581,64.87581,64.87581,64.87581,108.65623,154.87699
eTIMES-EUNA,trade,FI,Production|Electricity|Run-of-river hydro,PJ/year,50.85813,52.4082,42.33769,52.05223,58.04214,62.10095,64.02159
eTIMES-EUNA,trade,FR,Production|Electricity|Run-of-river hydro,PJ/year,155.91215,177.50193,199.09171,220.68149,242.27127,263.86105,269.3668
eTIMES-EUNA,trade,GR,Production|Electricity|Run-of-river hydro,PJ/year,1.55341,1.55341,1.55341,1.55341,1.55341,1.51105,1.51104
eTIMES-EUNA,trade,HR,Production|Electricity|Run-of-river hydro,PJ/year,2.50459,2.50459,2.50459,2.50459,2.50459,2.50459,2.50459
eTIMES-EUNA,trade,HU,Production|Electricity|Run-of-river hydro,PJ/year,0.31492,0.31492,0.31492,0.31492,0.31492,0.31492,0.31492
eTIMES-EUNA,trade,IE,Production|Electricity|Run-of-river hydro,PJ/year,2.46243,2.46243,2.46243,2.46243,2.46243,2.75203,3.04162
eTIMES-EUNA,trade,IT,Production|Electricity|Run-of-river hydro,PJ/year,112.30995,112.30995,112.30995,112.30995,119.4012,123.24739,123.24739
eTIMES-EUNA,trade,LT,Production|Electricity|Run-of-river hydro,PJ/year,1.5285,1.5285,1.5285,1.5285,1.5285,1.69568,1.86286
eTIMES-EUNA,trade,LU,Production|Electricity|Run-of-river hydro,PJ/year,0.048,0.31199,0.57597,0.83996,1.10395,1.36794,1.63192
eTIMES-EUNA,trade,LV,Production|Electricity|Run-of-river hydro,PJ/year,10.67436,10.68169,10.81253,10.81253,10.81253,10.81253,10.81253
eTIMES-EUNA,trade,NL,Production|Electricity|Run-of-river hydro,PJ/year,0.17021,0.17021,0.17021,0.17021,0.17021,0.17021,0.16292
eTIMES-EUNA,trade,NO,Production|Electricity|Run-of-river hydro,PJ/year,39.35397,39.35397,39.35397,39.35397,39.35397,39.35397,39.35397
eTIMES-EUNA,trade,PL,Production|Electricity|Run-of-river hydro,PJ/year,5.69877,5.69878,5.69878,11.45524,11.45524,11.45524,11.45524
eTIMES-EUNA,trade,PT,Production|Electricity|Run-of-river hydro,PJ/year,24.94739,24.94739,24.94739,24.94739,24.94739,24.94739,24.71186
eTIMES-EUNA,trade,RO,Production|Electricity|Run-of-river hydro,PJ/year,38.17056,38.17056,38.17056,38.17056,38.17056,38.17056,40.3944
eTIMES-EUNA,trade,SI,Production|Electricity|Run-of-river hydro,PJ/year,19.3954,20.84091,22.28643,23.73194,25.17746,26.62297,27.41909
eTIMES-EUNA,trade,SK,Production|Electricity|Run-of-river hydro,PJ/year,13.08932,13.08932,13.08932,13.08932,13.08932,13.08932,13.08932
eTIMES-EUNA,trade,GB,Production|Electricity|Run-of-river hydro,PJ/year,12.44422,12.44422,12.44422,12.44422,12.44422,12.44422,12.44422
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Sludge,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
