model,scenario,region,variables,unit,2020,2025,2030,2035,2040,2045,2050
eTIMES-EUNA,trade,SE,Production|Electricity|Import|Import from DK,PJ/year,0.0,0.0,0.0,0.0,0.0,0.18358,2.65981
eTIMES-EUNA,trade,GB,Production|Electricity|Import|Import from DK,PJ/year,0.0,8.25905,2.08255,6.3107,7.7822,9.9523,4.38337
eTIMES-EUNA,trade,FI,Production|Electricity|Import|Import from EE,PJ/year,2.16882,18.76896,19.31669,4.93412,17.83789,23.57652,23.5242
eTIMES-EUNA,trade,LV,Production|Electricity|Import|Import from EE,PJ/year,0.03498,0.0,0.1509,0.23882,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Import|Import from ES,PJ/year,17.72435,61.61431,46.84269,73.36712,153.62791,209.42043,183.97259
eTIMES-EUNA,trade,PT,Production|Electricity|Import|Import from ES,PJ/year,0.0,5.15552,0.34714,2.05917,0.0,0.0,0.49014
eTIMES-EUNA,trade,EE,Production|Electricity|Import|Import from FI,PJ/year,0.50493,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,NO,Production|Electricity|Import|Import from FI,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,SE,Production|Electricity|Import|Import from FI,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BE,Production|Electricity|Import|Import from FR,PJ/year,33.59803,132.74108,142.26035,144.6965,144.6965,118.05554,70.86971
eTIMES-EUNA,trade,CH,Production|Electricity|Import|Import from FR,PJ/year,29.0374,51.53219,58.38716,65.97279,50.13036,18.99017,17.73032
eTIMES-EUNA,trade,DE,Production|Electricity|Import|Import from FR,PJ/year,43.12985,34.79586,40.60272,36.36712,33.73844,12.49163,47.51826
eTIMES-EUNA,trade,ES,Production|Electricity|Import|Import from FR,PJ/year,51.04092,2.4136,0.0,0.0,0.14878,1.279,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Import|Import from FR,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Import|Import from FR,PJ/year,30.19494,36.83268,2.45165,38.94595,33.91137,0.36213,19.53183
eTIMES-EUNA,trade,LU,Production|Electricity|Import|Import from FR,PJ/year,0.0,9.50535,10.03974,9.72321,10.19899,7.04638,6.33614
eTIMES-EUNA,trade,GB,Production|Electricity|Import|Import from FR,PJ/year,38.20363,9.89572,23.67643,40.6494,42.72771,15.58946,23.50826
eTIMES-EUNA,trade,BE,Production|Electricity|Import|Import from GB,PJ/year,12.2827,21.65932,22.98466,25.14251,23.77363,14.86906,17.01363
eTIMES-EUNA,trade,DE,Production|Electricity|Import|Import from GB,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Import|Import from GB,PJ/year,0.0,0.9786,2.67358,0.47608,0.0,0.02947,4.44809
eTIMES-EUNA,trade,FR,Production|Electricity|Import|Import from GB,PJ/year,3.12938,12.92783,0.56993,0.0,0.0,0.6506,15.99002
eTIMES-EUNA,trade,IE,Production|Electricity|Import|Import from GB,PJ/year,0.0,0.0,0.0,0.34009,0.32526,0.14497,0.0
eTIMES-EUNA,trade,NL,Production|Electricity|Import|Import from GB,PJ/year,4.47301,11.7267,2.56967,1.47696,1.33016,0.0,11.04188
eTIMES-EUNA,trade,NO,Production|Electricity|Import|Import from GB,PJ/year,0.0,0.0,3.57058,2.74957,2.44781,4.25471,27.85222
eTIMES-EUNA,trade,BG,Production|Electricity|Import|Import from GR,PJ/year,0.0,0.0,1.53224,1.8892,3.07939,6.34182,2.5844
eTIMES-EUNA,trade,IT,Production|Electricity|Import|Import from GR,PJ/year,6.63517,4.34859,0.0,2.68589,14.43309,26.75388,25.23327
eTIMES-EUNA,trade,HU,Production|Electricity|Import|Import from HR,PJ/year,0.0,0.0,0.0,0.15496,0.71006,0.02643,0.17807
eTIMES-EUNA,trade,SI,Production|Electricity|Import|Import from HR,PJ/year,1.83211,4.23177,1.33473,9.99286,14.9762,17.33674,24.13624
eTIMES-EUNA,trade,AT,Production|Electricity|Import|Import from HU,PJ/year,5.0416,7.40371,0.0,4.09233,8.54393,12.17346,29.51273
eTIMES-EUNA,trade,HR,Production|Electricity|Import|Import from HU,PJ/year,8.69823,8.64277,2.25377,0.0,0.0,1.10081,0.04971
eTIMES-EUNA,trade,RO,Production|Electricity|Import|Import from HU,PJ/year,0.0117,0.12818,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,SI,Production|Electricity|Import|Import from HU,PJ/year,0.0,0.17911,0.0,0.0,1.60435,8.28207,9.74423
eTIMES-EUNA,trade,SK,Production|Electricity|Import|Import from HU,PJ/year,0.0,0.0021,0.0,0.0,0.99509,17.83047,13.63121
eTIMES-EUNA,trade,FR,Production|Electricity|Import|Import from IE,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,GB,Production|Electricity|Import|Import from IE,PJ/year,3.65443,4.12181,8.92854,8.73162,10.33733,13.18249,11.76015
eTIMES-EUNA,trade,AT,Production|Electricity|Import|Import from IT,PJ/year,0.0,4.14968,9.54516,0.54025,1.47813,2.06213,2.57578
eTIMES-EUNA,trade,CH,Production|Electricity|Import|Import from IT,PJ/year,0.0,4.50329,19.70076,3.08022,9.07044,20.71102,33.80789
eTIMES-EUNA,trade,FR,Production|Electricity|Import|Import from IT,PJ/year,0.03975,0.13842,2.52543,0.37236,7.40843,13.95477,25.8078
eTIMES-EUNA,trade,GR,Production|Electricity|Import|Import from IT,PJ/year,0.0,9.03704,3.35653,0.0,0.0,0.0,0.25273
eTIMES-EUNA,trade,SI,Production|Electricity|Import|Import from IT,PJ/year,0.0,0.33547,1.49561,0.0,0.42763,1.08881,0.8246
eTIMES-EUNA,trade,LV,Production|Electricity|Import|Import from LT,PJ/year,0.0,0.0,1.40563,5.35959,0.06086,0.0,0.3246
eTIMES-EUNA,trade,PL,Production|Electricity|Import|Import from LT,PJ/year,0.06602,8.17857,9.63891,14.1912,14.1912,7.57425,10.86021
eTIMES-EUNA,trade,SE,Production|Electricity|Import|Import from LT,PJ/year,0.0,0.0,0.0,0.07609,7.49164,16.33458,15.17074
eTIMES-EUNA,trade,BE,Production|Electricity|Import|Import from LU,PJ/year,0.0,5.801,3.30589,3.63641,5.73539,4.86428,1.86714
eTIMES-EUNA,trade,DE,Production|Electricity|Import|Import from LU,PJ/year,0.0,0.0,0.0,0.0,0.0,0.08415,0.47184
eTIMES-EUNA,trade,FR,Production|Electricity|Import|Import from LU,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.21957
eTIMES-EUNA,trade,EE,Production|Electricity|Import|Import from LV,PJ/year,1.22656,0.0,0.0108,5.22344,11.36412,16.68142,13.26017
eTIMES-EUNA,trade,LT,Production|Electricity|Import|Import from LV,PJ/year,0.82091,0.47219,0.04196,0.01458,2.71711,3.78282,3.05281
eTIMES-EUNA,trade,ES,Production|Electricity|Import|Import from MA,PJ/year,37.74859,37.74859,36.47991,37.01381,37.36533,25.38936,31.36377
eTIMES-EUNA,trade,BE,Production|Electricity|Import|Import from NL,PJ/year,22.59249,42.99452,67.76649,73.28188,85.87065,58.67976,40.28106
eTIMES-EUNA,trade,DE,Production|Electricity|Import|Import from NL,PJ/year,6.76095,0.0,0.0,0.0,0.76806,8.98649,59.25265
eTIMES-EUNA,trade,DK,Production|Electricity|Import|Import from NL,PJ/year,0.0,0.0,0.0,0.0,0.0,0.34987,2.21758
eTIMES-EUNA,trade,NO,Production|Electricity|Import|Import from NL,PJ/year,0.0,0.0,0.0,0.0,1.45366,4.60836,9.1371
eTIMES-EUNA,trade,GB,Production|Electricity|Import|Import from NL,PJ/year,2.61938,0.0,0.0,1.09285,1.93482,2.47769,4.99134
eTIMES-EUNA,trade,DE,Production|Electricity|Import|Import from NO,PJ/year,23.57758,28.35513,25.32027,18.99747,7.5469,1.80237,11.55599
eTIMES-EUNA,trade,DK,Production|Electricity|Import|Import from NO,PJ/year,13.45365,12.1541,7.96015,3.77404,0.88045,0.0,2.94808
eTIMES-EUNA,trade,FI,Production|Electricity|Import|Import from NO,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,NL,Production|Electricity|Import|Import from NO,PJ/year,9.37954,15.89005,8.98399,10.28668,5.36041,0.65537,1.62386
eTIMES-EUNA,trade,SE,Production|Electricity|Import|Import from NO,PJ/year,3.75632,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,GB,Production|Electricity|Import|Import from NO,PJ/year,0.0,26.10435,17.11658,14.41729,10.62055,2.44223,0.12869
eTIMES-EUNA,trade,CZ,Production|Electricity|Import|Import from PL,PJ/year,5.00343,9.56482,5.77619,0.02173,0.27157,2.31205,1.65245
eTIMES-EUNA,trade,DE,Production|Electricity|Import|Import from PL,PJ/year,5.77714,27.02769,16.07681,4.6347,7.37339,36.89268,68.53226
eTIMES-EUNA,trade,LT,Production|Electricity|Import|Import from PL,PJ/year,5.52663,0.0,0.0,0.0,0.0,0.14339,0.3305
eTIMES-EUNA,trade,SE,Production|Electricity|Import|Import from PL,PJ/year,0.0,0.0,0.0,0.0,0.0,4.10883,3.81471
eTIMES-EUNA,trade,SK,Production|Electricity|Import|Import from PL,PJ/year,4.98238,8.62852,0.77323,8e-05,0.07134,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Import|Import from PT,PJ/year,0.0,0.0,1.3996,14.06243,32.14735,30.02275,33.35038
eTIMES-EUNA,trade,BG,Production|Electricity|Import|Import from RO,PJ/year,0.0,3.05638,4.35285,9.84135,8.69821,2.77387,1.96289
eTIMES-EUNA,trade,HU,Production|Electricity|Import|Import from RO,PJ/year,0.33332,2.39711,3.33863,12.99917,10.72231,24.84096,19.09602
eTIMES-EUNA,trade,DE,Production|Electricity|Import|Import from SE,PJ/year,10.24452,16.5654,16.42041,14.87589,9.32381,4.93519,20.76755
eTIMES-EUNA,trade,DK,Production|Electricity|Import|Import from SE,PJ/year,13.41086,53.37786,48.93,46.84029,19.37649,0.29639,6.48197
eTIMES-EUNA,trade,FI,Production|Electricity|Import|Import from SE,PJ/year,33.5168,59.67684,74.3398,72.58101,81.44443,79.44391,78.38258
eTIMES-EUNA,trade,LT,Production|Electricity|Import|Import from SE,PJ/year,5.87024,1.73113,2.2376,0.29699,0.0,0.0,0.0
eTIMES-EUNA,trade,NO,Production|Electricity|Import|Import from SE,PJ/year,3.76546,15.16781,25.04007,36.76276,27.14295,14.58338,80.80062
eTIMES-EUNA,trade,PL,Production|Electricity|Import|Import from SE,PJ/year,2.73807,14.83423,14.55607,15.15313,9.67282,0.0,2.35691
eTIMES-EUNA,trade,AT,Production|Electricity|Import|Import from SI,PJ/year,0.11604,0.28444,0.06234,0.31805,1.55614,5.61611,15.15139
eTIMES-EUNA,trade,HR,Production|Electricity|Import|Import from SI,PJ/year,1.20292,4.13278,3.09198,0.0,0.0,0.0,0.19541
eTIMES-EUNA,trade,HU,Production|Electricity|Import|Import from SI,PJ/year,0.0,0.18833,0.7868,0.0,0.0,0.16826,0.12102
eTIMES-EUNA,trade,IT,Production|Electricity|Import|Import from SI,PJ/year,4.31173,1.0536,0.0,1.54317,2.59743,8.26579,14.68467
eTIMES-EUNA,trade,CZ,Production|Electricity|Import|Import from SK,PJ/year,0.0,5.34489,1.16874,1.84202,1.18847,7.61375,17.90186
eTIMES-EUNA,trade,HU,Production|Electricity|Import|Import from SK,PJ/year,5.56976,0.32915,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Import|Import from SK,PJ/year,0.0,0.0,0.60945,5.49149,6.69885,27.17445,25.62783
eTIMES-EUNA,trade,IT,Production|Electricity|Import|Import from TN,PJ/year,0.0,0.0,0.0,16.17797,16.17797,16.17797,16.17797
eTIMES-EUNA,trade,BE,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,95.54662,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,56.1873,56.1873,56.1873,56.1873,56.1873,56.1873,28.56486
eTIMES-EUNA,trade,CH,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,71.59021,71.57388,71.57388,69.6681,26.85566,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,89.55939,89.59206,88.35016,89.46658,104.97191,54.38672,32.85899
eTIMES-EUNA,trade,DE,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,282.66253,130.31015,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,211.07714,211.0788,211.05823,211.0549,210.98161,94.54185,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,82.43693,82.43694,96.62135,96.48302,57.27411,15.79096,15.79096
eTIMES-EUNA,trade,FR,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,1409.26921,1432.86993,1448.7138,1449.60954,1246.47349,644.12913,289.20028
eTIMES-EUNA,trade,HU,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,57.34211,29.06449,0.36449,0.34896,0.0,0.0,0.0
eTIMES-EUNA,trade,NL,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,13.57305,13.57305,13.57305,12.99465,0.0,0.0,0.0
eTIMES-EUNA,trade,RO,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,40.93708,40.93708,40.93708,40.9337,41.29013,41.25527,20.4008
eTIMES-EUNA,trade,SE,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,224.41744,227.17039,227.17039,222.73626,123.11717,0.0,0.0
eTIMES-EUNA,trade,SI,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,20.52652,20.52652,20.52652,20.52652,20.52652,20.61193,20.61193
eTIMES-EUNA,trade,SK,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,54.10155,53.89745,53.89745,53.70443,20.95,0.0,0.0
eTIMES-EUNA,trade,GB,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,253.5931,256.85329,260.53377,257.56275,258.37424,287.95075,304.78521
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0372,0.82513,0.82513,0.82513,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Biogas chp,PJ/year,0.10231,2.36806,2.36806,2.36806,2.36806,0.17667,0.0
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Biogas chp,PJ/year,4.35136,4.35136,4.35136,4.35136,4.35136,4.35136,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Biogas chp,PJ/year,0.36293,0.36293,0.36293,0.36293,0.36293,0.36293,0.0
eTIMES-EUNA,trade,CH,Production|Electricity|Renewable|Biogas chp,PJ/year,5.58496,5.58496,7.01901,7.17251,6.2994,6.3334,2.77972
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Biogas chp,PJ/year,1.27716,1.27716,1.27716,1.27716,1.27716,1.27716,1.27716
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Biogas chp,PJ/year,51.83584,51.83584,51.83584,51.83584,51.83584,51.83584,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Biogas chp,PJ/year,0.80645,0.80645,0.80645,0.80645,0.80645,0.80645,0.0
eTIMES-EUNA,trade,EE,Production|Electricity|Renewable|Biogas chp,PJ/year,0.198,0.198,0.198,0.198,0.198,0.198,0.198
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Biogas chp,PJ/year,5.25894,5.25894,5.24423,5.17266,5.17266,5.17266,5.17266
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Biogas chp,PJ/year,0.36338,3.68766,3.05907,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Biogas chp,PJ/year,3.24948,3.24948,3.24948,3.24948,3.24948,3.24948,3.24948
eTIMES-EUNA,trade,GR,Production|Electricity|Renewable|Biogas chp,PJ/year,1.14641,1.14641,1.14641,1.14641,1.14641,1.14641,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Biogas chp,PJ/year,0.28822,0.28822,0.28822,0.28822,0.28822,0.28822,0.28822
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Biogas chp,PJ/year,0.87687,0.87687,0.87687,0.87687,0.87687,0.87687,0.87687
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Biogas chp,PJ/year,1.32227,1.3116,1.32227,1.32227,1.32227,0.05635,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Biogas chp,PJ/year,40.44494,40.44494,40.44494,40.44494,40.44494,40.44494,18.35559
eTIMES-EUNA,trade,LT,Production|Electricity|Renewable|Biogas chp,PJ/year,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665
eTIMES-EUNA,trade,LU,Production|Electricity|Renewable|Biogas chp,PJ/year,0.13004,0.13004,0.13004,0.13004,0.13004,0.13004,0.0
eTIMES-EUNA,trade,LV,Production|Electricity|Renewable|Biogas chp,PJ/year,0.51612,0.51612,0.51612,0.51612,0.51612,0.51612,0.51612
eTIMES-EUNA,trade,NL,Production|Electricity|Renewable|Biogas chp,PJ/year,2.67749,2.67749,2.67749,2.67749,2.67749,2.67749,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Biogas chp,PJ/year,2.53699,2.53699,2.53699,2.53699,2.53699,2.53699,2.53699
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Biogas chp,PJ/year,1.31117,1.31117,1.31117,1.31117,1.31117,1.31117,1.31117
eTIMES-EUNA,trade,RO,Production|Electricity|Renewable|Biogas chp,PJ/year,0.17955,0.17955,0.17955,0.17955,0.0,0.0,0.0
eTIMES-EUNA,trade,SE,Production|Electricity|Renewable|Biogas chp,PJ/year,4.96138,4.96138,4.96138,4.96138,4.96138,4.96138,4.96138
eTIMES-EUNA,trade,SI,Production|Electricity|Renewable|Biogas chp,PJ/year,0.3554,0.3554,0.3554,0.3554,0.3554,0.3554,0.3554
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Biogas chp,PJ/year,0.85108,0.85108,0.85108,0.85108,0.85108,0.85108,0.85108
eTIMES-EUNA,trade,GB,Production|Electricity|Renewable|Biogas chp,PJ/year,25.69239,28.76166,28.76166,28.76166,28.76166,28.76166,0.2046
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CH,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.00784,0.00784,0.00784,0.29804,1.09425,1.23427,6.30733
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.22023,0.66071,0.05521,3.85397,3.85397,3.19704,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,5.01229,5.87083,5.87083,5.87083,5.87083,13.10788,17.83216
eTIMES-EUNA,trade,EE,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.40196,0.49188,1.42801
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.00069,0.0,0.00389,0.00389,0.00323,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.15541,0.3396,0.80581,13.02452,22.37385,24.64976,59.59701
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.30954,0.27653,0.26669,0.37558,0.33055,0.47931,0.0
eTIMES-EUNA,trade,GR,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.00105,0.00087,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.13389,0.13389,0.01289,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.08047,0.08047,0.05006,0.0
eTIMES-EUNA,trade,LT,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,LU,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.05437,0.09288,0.03991,0.11469,0.13269,0.34558,1.00273
eTIMES-EUNA,trade,LV,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.03815,0.09111,0.0,0.13269,0.13269,0.0,0.0
eTIMES-EUNA,trade,NL,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.00426,0.03619,0.0062,0.03619,0.00052,0.00043,0.0
eTIMES-EUNA,trade,NO,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.08743,0.29479
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,RO,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.02413,0.03079,0.00302,0.00302,0.00302,0.00251,0.0
eTIMES-EUNA,trade,SE,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,6.54137,28.19102,29.02093
eTIMES-EUNA,trade,SI,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0191,0.021,0.0056,0.02412,0.02412,0.02001,0.77636
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,GB,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.03993,0.1593,0.03993,0.65213,0.81641,0.27255,0.0
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,4.19629,4.36161,4.36161,0.0
eTIMES-EUNA,trade,CH,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,10.56695,10.56695,10.56695,8.9949
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,4.19668,4.19668,0.0
eTIMES-EUNA,trade,EE,Production|Electricity|Renewable|Biomass chp,PJ/year,2.754,2.754,2.754,2.754,2.35204,2.34867,1.87892
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,47.51779,47.51779,47.51779,44.48447
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Biomass chp,PJ/year,0.15424,0.15424,0.21618,35.97958,35.97958,35.97958,18.99459
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,3.36631,2.64442,2.64442,2.64442
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,3.17135,10.03515,10.03515,10.03515
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,LT,Production|Electricity|Renewable|Biomass chp,PJ/year,0.25973,0.0,0.8858,2.4468,2.54493,2.54494,2.54494
eTIMES-EUNA,trade,LU,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.05721,0.05721,0.0
eTIMES-EUNA,trade,LV,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,7.5089,7.8066,7.95725,7.95725
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,40.04597,55.95555,63.29165,62.59865,62.59865
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.06282,0.06282
eTIMES-EUNA,trade,SI,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,1.98492,1.98492,1.98492,1.119
eTIMES-EUNA,trade,SK,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,4.74588,6.69847,6.69848,7.18591,7.18591
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.13242,0.13242,0.0,0.0,0.0
eTIMES-EUNA,trade,EE,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,3.59943,4.7523,4.7523
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,3.18985,1.93555,4.32386,0.0
eTIMES-EUNA,trade,BE,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.20297,0.22515,0.22515
eTIMES-EUNA,trade,BG,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.10014,4.03768
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,182.46117,183.42947,228.62847
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,2.33773,2.33773
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,66.2256,123.51768
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.88891,0.99537,1.03936
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,6.46761,6.46761,6.46761
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,1e-05,87.36717,104.66022
eTIMES-EUNA,trade,LT,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,3.04903,3.1073,3.1073
eTIMES-EUNA,trade,LV,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,2.84562,5.76304,7.85723
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,46.24977,52.5083,58.34313
eTIMES-EUNA,trade,PT,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,1.80915,9.62802
